ID	X	Y	ALT	BETA
797	43500	195500	0.2	0.4989
798	43500	194500	0.0	0.5316
799	43500	193500	-0.1	0.5648
800	43500	192500	0.0	0.6053
801	43500	191500	-0.1	0.6054
802	43500	190500	-0.2	0.5762
803	43500	189500	0.2	0.5167
804	43500	188500	0.6	0.4363
805	43500	187500	0.1	0.4404
806	43500	186500	0.1	0.4489
807	43500	185500	0.3	0.4662
808	43500	184500	1.3	0.4981
809	43500	183500	1.7	0.4996
810	43500	182500	0.3	0.5125
811	43500	181500	1.0	0.524
812	43500	180500	1.8	0.5328
813	43500	179500	4.4	0.5469
814	43500	178500	5.3	0.5631
815	43500	177500	8.0	0.5887
816	43500	176500	8.5	0.6255
817	43500	175500	9.6	0.6395
818	43500	174500	11.2	0.6371
819	43500	173500	12.2	0.6431
